enterprise_id,nic2_division,byproduct_name,waste_ratio_pct,qty_annual_tonnes_estimated,unit,district,source_citation
KA-ENT-003345,25,Machining Swarf,12.0,12.0,tonnes/year,UDUPI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003345,25,Mill Scale,10.0,10.0,tonnes/year,UDUPI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003346,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003346,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003347,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003347,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003348,10,Rice Husk,20.0,20.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003348,10,Rice Bran,10.0,10.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003349,10,Rice Husk,20.0,20.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003349,10,Rice Bran,10.0,10.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003350,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BELAGAVI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003350,25,Machining Swarf,12.0,12.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003350,25,Mill Scale,10.0,10.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003351,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,KOLAR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003351,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,KOLAR,FAO Agricultural Services Bulletin 136
KA-ENT-003352,16,Sawdust,25.0,25.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003352,16,Wood Bark,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003352,16,Wood Offcuts,24.0,24.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003353,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,VIJAYAPURA,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003353,23,Kiln Fly Ash,3.0,3.0,tonnes/year,VIJAYAPURA,GIZ Clean Brick Kiln Report
KA-ENT-003354,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003354,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-003355,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003355,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003356,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003356,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003357,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003357,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003358,16,Sawdust,25.0,25.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003358,16,Wood Bark,12.0,12.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003358,16,Wood Offcuts,24.0,24.0,tonnes/year,HASSAN,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003359,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003359,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003360,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003360,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003361,16,Sawdust,25.0,25.0,tonnes/year,BIDAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003361,16,Wood Bark,12.0,12.0,tonnes/year,BIDAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003361,16,Wood Offcuts,24.0,24.0,tonnes/year,BIDAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003362,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003362,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003362,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003363,10,Rice Husk,20.0,20.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003363,10,Rice Bran,10.0,10.0,tonnes/year,SHIVAMOGGA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003364,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003364,23,Kiln Fly Ash,3.0,3.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report
KA-ENT-003365,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,RAMANAGARA,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003365,23,Kiln Fly Ash,3.0,3.0,tonnes/year,RAMANAGARA,GIZ Clean Brick Kiln Report
KA-ENT-003366,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003366,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003367,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003367,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003367,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003368,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003368,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003369,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (RURAL),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003369,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (RURAL),FAO Agricultural Services Bulletin 136
KA-ENT-003370,10,Rice Husk,20.0,20.0,tonnes/year,CHAMARAJNAGAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003370,10,Rice Bran,10.0,10.0,tonnes/year,CHAMARAJNAGAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003371,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003371,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003372,10,Rice Husk,20.0,20.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003372,10,Rice Bran,10.0,10.0,tonnes/year,BAGALKOT,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003373,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,GADAG,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003373,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,GADAG,FAO Agricultural Services Bulletin 136
KA-ENT-003374,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003374,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-003375,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003375,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003375,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003376,10,Rice Husk,20.0,20.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003376,10,Rice Bran,10.0,10.0,tonnes/year,BIDAR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003377,10,Rice Husk,20.0,20.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003377,10,Rice Bran,10.0,10.0,tonnes/year,UDUPI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003378,10,Rice Husk,20.0,20.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003378,10,Rice Bran,10.0,10.0,tonnes/year,BALLARI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003379,10,Rice Husk,20.0,20.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003379,10,Rice Bran,10.0,10.0,tonnes/year,DAKSHIN KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003380,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003380,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003381,10,Rice Husk,20.0,20.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003381,10,Rice Bran,10.0,10.0,tonnes/year,HAVERI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003382,10,Rice Husk,20.0,20.0,tonnes/year,KOPPAL,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003382,10,Rice Bran,10.0,10.0,tonnes/year,KOPPAL,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003383,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003383,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003384,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003384,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003385,10,Rice Husk,20.0,20.0,tonnes/year,CHIKKAMAGALURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003385,10,Rice Bran,10.0,10.0,tonnes/year,CHIKKAMAGALURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003386,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,RAMANAGARA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003386,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,RAMANAGARA,FAO Agricultural Services Bulletin 136
KA-ENT-003387,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003387,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003388,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003388,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003389,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003389,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003390,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003390,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (RURAL),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003391,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003391,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003392,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,MANDYA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003392,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,MANDYA,FAO Agricultural Services Bulletin 136
KA-ENT-003393,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,VIJAYAPURA,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003393,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,VIJAYAPURA,FAO Agricultural Services Bulletin 136
KA-ENT-003394,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,RAMANAGARA,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003394,25,Machining Swarf,12.0,12.0,tonnes/year,RAMANAGARA,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003394,25,Mill Scale,10.0,10.0,tonnes/year,RAMANAGARA,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003395,10,Rice Husk,20.0,20.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003395,10,Rice Bran,10.0,10.0,tonnes/year,DAVANGERE,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003396,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,KOLAR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003396,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,KOLAR,FAO Agricultural Services Bulletin 136
KA-ENT-003397,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,CHAMARAJNAGAR,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003397,23,Kiln Fly Ash,3.0,3.0,tonnes/year,CHAMARAJNAGAR,GIZ Clean Brick Kiln Report
KA-ENT-003398,10,Rice Husk,20.0,20.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003398,10,Rice Bran,10.0,10.0,tonnes/year,TUMAKURU,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003399,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003399,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003400,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003400,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003401,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003401,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003402,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003402,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-003403,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003403,23,Kiln Fly Ash,3.0,3.0,tonnes/year,MYSURU,GIZ Clean Brick Kiln Report
KA-ENT-003404,10,Rice Husk,20.0,20.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003404,10,Rice Bran,10.0,10.0,tonnes/year,DHARWAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003405,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003405,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003406,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003406,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003407,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003407,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-003408,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,CHIKBALLAPUR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003408,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,CHIKBALLAPUR,FAO Agricultural Services Bulletin 136
KA-ENT-003409,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,TUMAKURU,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003409,25,Machining Swarf,12.0,12.0,tonnes/year,TUMAKURU,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003409,25,Mill Scale,10.0,10.0,tonnes/year,TUMAKURU,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003410,10,Rice Husk,20.0,20.0,tonnes/year,YADGIR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003410,10,Rice Bran,10.0,10.0,tonnes/year,YADGIR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003411,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003411,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003412,16,Sawdust,25.0,25.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003412,16,Wood Bark,12.0,12.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003412,16,Wood Offcuts,24.0,24.0,tonnes/year,KOLAR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003413,10,Rice Husk,20.0,20.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003413,10,Rice Bran,10.0,10.0,tonnes/year,BELAGAVI,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003414,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003414,23,Kiln Fly Ash,3.0,3.0,tonnes/year,BELAGAVI,GIZ Clean Brick Kiln Report
KA-ENT-003415,10,Rice Husk,20.0,20.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003415,10,Rice Bran,10.0,10.0,tonnes/year,HASSAN,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003416,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BAGALKOT,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003416,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BAGALKOT,FAO Agricultural Services Bulletin 136
KA-ENT-003417,10,Rice Husk,20.0,20.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003417,10,Rice Bran,10.0,10.0,tonnes/year,BENGALURU (URBAN),IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003418,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BENGALURU (URBAN),"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003418,25,Machining Swarf,12.0,12.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003418,25,Mill Scale,10.0,10.0,tonnes/year,BENGALURU (URBAN),IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003419,10,Rice Husk,20.0,20.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003419,10,Rice Bran,10.0,10.0,tonnes/year,MANDYA,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003420,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003420,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-003421,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003421,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003422,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BALLARI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003422,25,Machining Swarf,12.0,12.0,tonnes/year,BALLARI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003422,25,Mill Scale,10.0,10.0,tonnes/year,BALLARI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003423,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BELAGAVI,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003423,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BELAGAVI,FAO Agricultural Services Bulletin 136
KA-ENT-003424,10,Rice Husk,20.0,20.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003424,10,Rice Bran,10.0,10.0,tonnes/year,RAICHUR,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003425,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,CHIKBALLAPUR,Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003425,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,CHIKBALLAPUR,FAO Agricultural Services Bulletin 136
KA-ENT-003426,16,Sawdust,25.0,25.0,tonnes/year,CHIKBALLAPUR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003426,16,Wood Bark,12.0,12.0,tonnes/year,CHIKBALLAPUR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003426,16,Wood Offcuts,24.0,24.0,tonnes/year,CHIKBALLAPUR,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003427,16,Sawdust,25.0,25.0,tonnes/year,UDUPI,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003427,16,Wood Bark,12.0,12.0,tonnes/year,UDUPI,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003427,16,Wood Offcuts,24.0,24.0,tonnes/year,UDUPI,IEDC Dataset 412 / Broman & Fredriksson (2015)
KA-ENT-003428,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,HAVERI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003428,25,Machining Swarf,12.0,12.0,tonnes/year,HAVERI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003428,25,Mill Scale,10.0,10.0,tonnes/year,HAVERI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003429,23,Broken/Rejected Bricks (Grog),7.0,7.0,tonnes/year,CHIKKAMAGALURU,GIZ Clean Brick Kiln Report; Construction & Building Materials DOI:10.1016/j.conbuildmat.2014.07.037
KA-ENT-003429,23,Kiln Fly Ash,3.0,3.0,tonnes/year,CHIKKAMAGALURU,GIZ Clean Brick Kiln Report
KA-ENT-003430,25,Sheet Metal Scrap,22.0,22.0,tonnes/year,BELAGAVI,"IEDC Dataset 439 / Allwood & Music (2024), Phil. Trans. Royal Society A DOI:10.1098/rsta.2023.0135"
KA-ENT-003430,25,Machining Swarf,12.0,12.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003430,25,Mill Scale,10.0,10.0,tonnes/year,BELAGAVI,IEDC Dataset 439 / Allwood & Music (2024)
KA-ENT-003431,13,Fabric Cutting Waste,15.0,15.0,tonnes/year,BENGALURU (URBAN),Ellen MacArthur Foundation — A New Textiles Economy (2017)
KA-ENT-003431,13,Silk Noil / Reeling Waste,25.0,25.0,tonnes/year,BENGALURU (URBAN),FAO Agricultural Services Bulletin 136
KA-ENT-003432,10,Rice Husk,20.0,20.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
KA-ENT-003432,10,Rice Bran,10.0,10.0,tonnes/year,UTTAR KANNAD,IRRI Rice Knowledge Bank — Milling & Processing
