enterprise_id,enterprise_name,district,district_hq_lat,district_hq_lon,pincode,nic5_code,nic2_division,nic_description,registration_date,communication_address
KA-ENT-004132,,DHARWAD,15.4589,75.0078,580001.0,13999,13,Manufacture of other textiles/textile products n.e.c.,10/03/2021,"04, MATOSHREE BUILDING, LAKAMANAHALLI ONI, 04, SHUKARWARPETH, DHARWAD"
KA-ENT-004133,,KOLAR,13.1359,78.1294,563130.0,23921,23,Manufacture of bricks,15/06/2021,"KOLAR ROAD, MARUTHI EXTENSION, KOLAR ROAD, KOLAR ROAD, 1ST STAGE, MALUR"
KA-ENT-004134,,BENGALURU (URBAN),12.9716,77.5946,560083.0,16101,16,Sawing and planing of wood,15/06/2021,"H.O- No. 416/416, PRAGATHI WOOD INDUSTRIES, Bannerghatta Main Road, H.O- No. 416/416, 194, Bangalore"
KA-ENT-004135,,BELAGAVI,15.8497,74.4977,590003.0,13124,13,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",15/06/2021,"555, -, KHASBAG, 555, -, BELAGAVI"
KA-ENT-004136,,BENGALURU (URBAN),12.9716,77.5946,560037.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",22/12/2020,"72/4, DODDA GADILINGAPPA, MADDURAMMA TEMPLE ROAD, 72/4, YAMALUR, BANGALORE"
KA-ENT-004137,,MYSURU,12.2958,76.6394,570016.0,13991,13,Embroidery work and making of laces and fringes,22/12/2020,"NO.441/B3, INDUSTRIAL AREA, HEBBAL, NO.441/B3, INDUSTRIAL AREA, MYSORE"
KA-ENT-004138,,BELAGAVI,15.8497,74.4977,590010,25999,25,Manufacture of other fabricated metal products n.e.c.,22/09/2020,"SHOPNO.4.SYNO.52/1&a, SHAHU NAGAR, BOXITE ROAD, SHOPNO.4.SYNO.52/1&a, WARD, BELAGAVI"
KA-ENT-004139,,DHARWAD,15.4589,75.0078,580030.0,10501,10,Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured),23/10/2020,"185/186, KOTTILINGESHWAR NAGAR, GOKUL ROAD, 185/186, 0, HUBBALLI"
KA-ENT-004140,,DAKSHIN KANNAD,12.9141,74.856,575003.0,10711,10,Manufacture of bread,19/01/2021,"8-5-367/3, MALLYA ARCADE, KULUR FERRY ROAD, 8-5-367/3, ALAKE, MANGALURU"
KA-ENT-004141,,TUMAKURU,13.3379,77.1173,560027.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",19/01/2021,"NO.307, BHANWAR APARTMENT, 10TH CROSS, NO.307, NEAR AGADI HOSPITAL, BANGALORE"
KA-ENT-004142,,DAKSHIN KANNAD,12.9141,74.856,575001.0,13139,13,Other activities relating to finishing of textile n.e.c.,27/10/2022,"13-4-547/9, TOKYO MARKET, GHS ROAD HAMPANKATTA, 13-4-547/9, 1, MANGALORE"
KA-ENT-004143,,BELAGAVI,15.8497,74.4977,590006.0,13929,13,"Manufacture of other made-up textile articles, except apparel n.e.c.",28/02/2023,"H NO 468, JADHAV NAGAR, BELGAUM, H NO 468, ANGOL, BELGAUM"
KA-ENT-004144,,CHITRADURGA,14.2251,76.398,577502.0,23949,23,Manufacture of other cement and plaster n.e.c.,20/01/2023,"01, ACK POULTRY FARM, NH SERVICE ROAD, 01, DURGASHAKTI, BANK COLONY"
KA-ENT-004145,,BENGALURU (URBAN),12.9716,77.5946,560079.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",27/10/2022,"NO.35, GROUND FLOOR, KAMAKSHIPALYA, NO.35, VRUSHBHAVATHI NAGAR, BANGALORE"
KA-ENT-004146,,UTTAR KANNAD,14.8013,74.1288,581327.0,10750,10,Manufacture of prepared meals and dishes,21/01/2023,"001, BETTAGERI, HOLEGADDE, 001, KUMTA, KARWAR"
KA-ENT-004147,,BENGALURU (URBAN),12.9716,77.5946,560100.0,10793,10,Processing of edible nuts,08/07/2021,"No.206, Venkataswamy Reddy Building, Konappana Agrahara, No.206, Munireddy Layout, Electronic City,Bangalore"
KA-ENT-004148,,BENGALURU (URBAN),12.9716,77.5946,560075.0,23942,23,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",26/06/2021,"10/1,1ST FLOOR, CHOWDESHWARI ENTERPRISES, Byrasandra Main Road,, 10/1,1ST FLOOR, New Thippasandra Post, bengaluru"
KA-ENT-004149,,HASSAN,13.0068,76.1004,573201.0,10612,10,Rice milling,07/10/2020,"PLOT NO.223,222/A, KIADB INDUSTRIAL GROWTH CENTER, HOLENARASIPURA ROAD, PLOT NO.223,222/A, -, HASSAN"
KA-ENT-004150,,UTTAR KANNAD,14.8013,74.1288,581341.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",26/10/2020,"House No 1028, Sulochana Manjunath Naik, Karki Honnavar Road, House No 1028, Honnavar, HONNAVAR"
KA-ENT-004151,,RAICHUR,16.212,77.3439,584123.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",09/07/2021,"1, Aldhal, RAICHUR, 1, 1, RAICHUR"
KA-ENT-004152,,UDUPI,13.3409,74.7421,576283.0,10407,10,"Manufacture of non-defatted flour or meals of oilseeds, oilnuts or kernels",09/07/2021,"1/5A Kenchanoor, Star Coconut, Kollur Raod, 1/5A Kenchanoor, Jadi cross, Kundapura"
KA-ENT-004153,,MYSURU,12.2958,76.6394,570004.0,16219,16,Manufacture of other plywood products n.e.c.,06/04/2021,"NO 2302/1C K-25/2C, HKGN BUILDING, 7TH CROSS, NO 2302/1C K-25/2C, K R MOHALLA, MYSORE"
KA-ENT-004154,,CHIKBALLAPUR,13.4355,77.7315,562102.0,13112,13,Preparation and spinning of silk fiber including blended* silk,18/09/2021,"3rd Block, Zabi Building, High School Main road, 3rd Block, Sidlaghatta Taluk, Chikkaballapura"
KA-ENT-004155,,KOLAR,13.1359,78.1294,563131.0,13131,13,Finishing of cotton and blended cotton textiles.,18/09/2021,"121, DUGGASANDRA, DUGGASANDRA, 121, 121, KOLAR"
KA-ENT-004156,,BENGALURU (URBAN),12.9716,77.5946,560091.0,16299,16,Manufacture of other wood products n.e.c.,26/03/2022,"No 12/1, No 12/1, Andhrahalli Main Road, No 12/1, Shirdi Sai Baba Nagar, Peenya 2nd Stage"
KA-ENT-004157,,RAMANAGARA,12.7157,77.2819,562127.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",30/03/2021,"25, MOTAGONDANAHALLI, Motagondanahalli, 25, 2 nd Block, Magadi"
KA-ENT-004158,,RAICHUR,16.212,77.3439,584102.0,10613,10,Dal (pulses) milling,20/03/2021,"Plot No 4, Shop No 2, G Rameshlal and Bros, Rajendra Gunj, Plot No 4, Shop No 2, APMC, Raichur"
KA-ENT-004159,,BENGALURU (URBAN),12.9716,77.5946,560002.0,10719,10,Manufacture of other bakery products n.e.c.,17/09/2021,"No -16, TRISHALA ENTERPRISES, NAGRATHPATE, No -16, MM LINE, BANGALORE"
KA-ENT-004160,,KODAGU,12.4243,75.7382,571252.0,16221,16,"Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]",17/09/2021,"SHASHTRINAGARA, KANTHUR VILLAGE, MURNAD, SHASHTRINAGARA, SHASHTRINAGARA, MADIKERI TALUK"
KA-ENT-004161,,MYSURU,12.2958,76.6394,571301.0,10794,10,Manufacture of malted foods including foods for infants and handicapped,09/07/2021,"NO.0, SHREE SKANDA MESS AND CATERING SERVICES, R P ROAD, NO.0, R P ROAD, NANJANGUD TALUK"
KA-ENT-004162,,DAKSHIN KANNAD,12.9141,74.856,575030.0,10104,10,"Poultry and other slaughtering, preparation",05/04/2021,"2.258, durga shree nilya, mrpl road, 2.258, -, Mangalore"
KA-ENT-004163,,TUMAKURU,13.3379,77.1173,572102.0,13919,13,Manufacture of other knitted and crocheted fabrics,05/04/2021,"FIRST FLOOR, SHREE SHAILA, MARUTHINAGARA, FIRST FLOOR, TANK ROAD, TUMAKURU"
KA-ENT-004164,,VIJAYAPURA,16.8302,75.71,586128,10306,10,"Manufacture of pickles, chutney etc.",20/12/2020,"861, s/0 sharanappa kurade, SINGAGI, 861, SINGAGI, SINGAGI"
KA-ENT-004165,,DHARWAD,15.4589,75.0078,580024.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",17/01/2021,"Jangali Peth, old Hubli, Hubli, Jangali Peth, Hubli, Hubli"
KA-ENT-004166,,KOPPAL,15.3504,76.1549,583227.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",30/03/2021,"11th Ward, Charch Compound Vidynagar, Raichure Road, 11th Ward, GANGAVATHI, GANGAVATHI"
KA-ENT-004167,,BENGALURU (URBAN),12.9716,77.5946,560054.0,10618,10,"Manufacture of other readymade mixed powders like idli, gulabjamun etc.",09/01/2022,"NO 294, NA, 7 TH CROSS 2ND MAIN MES ROAD, NO 294, BENGALURU NORTH, BENGALURU"
KA-ENT-004168,,BELAGAVI,15.8497,74.4977,591224.0,23952,23,"Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)",14/07/2022,"1662, Building yaraganavi, Naganur, 1662, 1662, Gokak"
KA-ENT-004169,,BENGALURU (RURAL),13.1986,77.7066,560081.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",14/07/2022,"Near Surya City, Iggaluru, Anekal Road, Iggaluru Village Anekal, Near Surya City, Chandapura Post,, banglore"
KA-ENT-004170,,BENGALURU (RURAL),13.1986,77.7066,562110.0,23960,23,"Cutting, shaping and finishing of stone",30/03/2021,"SY NO.50/4, SRI RADHIKA GRANITES, KUNDANA HOBLI, SY NO.50/4, 0, DEVANAHALLI TALUK"
KA-ENT-004171,,HASSAN,13.0068,76.1004,573103.0,16299,16,Manufacture of other wood products n.e.c.,07/10/2020,"., ., ARASIKERE TALUK, ., ARASIKERE, HASSAN"
KA-ENT-004172,,KOPPAL,15.3504,76.1549,583227.0,13999,13,Manufacture of other textiles/textile products n.e.c.,26/06/2021,"WARD, NO, NEAR ERANNA TEMPLE, WARD, ISLAMPUR, GANGAVATHI"
KA-ENT-004173,,BENGALURU (URBAN),12.9716,77.5946,560038.0,10719,10,Manufacture of other bakery products n.e.c.,03/09/2021,"NO 549/3, GROUND FLOOR, 9TH A MAIN, NO 549/3, 1ST STAGE, BENGALURU"
KA-ENT-004174,,BAGALKOT,16.1833,75.7,587202.0,13124,13,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",03/09/2021,"S/o. IMAMSAB, WARD NO. 04, GUDUR, S/o. IMAMSAB, MOMIN GALLI, HUNGUND"
KA-ENT-004175,,RAICHUR,16.212,77.3439,584101.0,23955,23,Manufacture of hume pipes and other pre-fabricated structural components of cement and/or concrete for building or civil engineering,03/09/2021,"00, COMPLEX, NEAR MADHU MILLAN HOTEL, 00, 01, RAICHUR"
KA-ENT-004176,,UTTAR KANNAD,14.8013,74.1288,581351.0,10306,10,"Manufacture of pickles, chutney etc.",16/01/2021,"Near Bhagwat Katte, Kadle, -, Near Bhagwat Katte, -, KUMTA"
KA-ENT-004177,,BELAGAVI,15.8497,74.4977,590016.0,25933,25,"Manufacture of hand tools such as pliers, screwdrivers, press tools,blacksmiths’ tools, drills, punches, milling cutters etc.",16/01/2021,"SHOP NO 2486, NEAR DCC BANK OLD P.B. ROAD, OLD P.B. ROAD, SHOP NO 2486, DCC BANK, BELAGAVI"
KA-ENT-004178,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",18/09/2021,"NO 1151, 2ND WARD, DODDABALLAPUR, NO 1151, VIDHYANAGARA, BENGALURU RURAL"
KA-ENT-004179,,MYSURU,12.2958,76.6394,570025.0,10307,10,Canning of fruits and vegetables,06/04/2021,"No 113, NVK Vegetables, C Block, No 113, Bandipalya, Mysore"
KA-ENT-004180,,TUMAKURU,13.3379,77.1173,572201.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",07/07/2021,"251, KOTANAYAKANAHALLI, KOTANAYAKANAHALLI, 251, KASABA HOBLI, TIPTUR"
KA-ENT-004181,,BENGALURU (URBAN),12.9716,77.5946,560040.0,10719,10,Manufacture of other bakery products n.e.c.,02/08/2022,"8th Main, 3rd cross, Vijayanagara, 8th Main, Vijayanagara, Bangalore"
KA-ENT-004182,,BENGALURU (URBAN),12.9716,77.5946,560067.0,13999,13,Manufacture of other textiles/textile products n.e.c.,26/03/2022,"NO 56, SHANTHAMMA COMPLEX, JUNIOR COLLEGE ROAD, NO 56, BELATHUR COLONY KADUKODI, BANGALORE"
KA-ENT-004183,,MYSURU,12.2958,76.6394,571101.0,10104,10,"Poultry and other slaughtering, preparation",07/05/2022,"Main Road, Muthathi General Store and Chicken Center, Near Govt School, Main Road, Dodda Mulagudu, Bannur"
KA-ENT-004184,,BENGALURU (URBAN),12.9716,77.5946,562130.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",07/05/2022,"SPG COLONY, TAVAREKERE, TAVAREKERE, SPG COLONY, BANGALORE SOUTH TALUK, BANGALORE"
KA-ENT-004185,,HASSAN,13.0068,76.1004,573116.0,16232,16,Manufacture of plywood chests,07/05/2022,"#11, CHIKKAGONDANAHALLI, CHIKKAGONDANAHALLI, #11, CHIKKAGONDANAHALLI, CHANNARAYAPATNA"
KA-ENT-004186,,BENGALURU (URBAN),12.9716,77.5946,560064.0,23922,23,"Manufacture of non-refractory ceramic sanitary wares: sinks, baths, water- closet pans, flushing cistern etc.",04/03/2022,"NO1 SHOP NO 2, NEAR THIRUMALA DHABA, YELAHANKA, NO1 SHOP NO 2, ATTUR LAYOUT, BENGALURU"
KA-ENT-004187,,BENGALURU (URBAN),12.9716,77.5946,560050,10739,10,"Manufacture of other cocoa, chocolate, sugar confectionery products n.e.c.",02/06/2022,"NO 204, II FLOOR, BANASHANKARI 3RD STAGE, NO 204, -, BANGALORE"
KA-ENT-004188,,MYSURU,12.2958,76.6394,571189.0,10503,10,Manufacture of baby milk foods,29/01/2022,"HOSAVARANCHI VILLAGE, HUNDIMALA POST, MYSORE DIST, HOSAVARANCHI VILLAGE, HUNSUR TALUK, HUNSUR"
KA-ENT-004189,,BELAGAVI,15.8497,74.4977,591115.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",29/01/2022,"318, Irappa, Badasadar Oni, 318, Dombarakoppa, Kittur"
KA-ENT-004190,,BAGALKOT,16.1833,75.7,587121.0,10795,10,Grinding and processing of spices,21/01/2022,"3, MUDHOL ROAD, MUDHOL ROAD, 3, 1, MANTUR"
KA-ENT-004191,,DAKSHIN KANNAD,12.9141,74.856,574237.0,10793,10,Processing of edible nuts,21/01/2022,"#2-60C, KALKURI, MAVINAKATTE POST, #2-60C, MAVINAKATTE POST, BANTWAL"
KA-ENT-004192,,BENGALURU (RURAL),13.1986,77.7066,562130.0,10796,10,"Manufacture of papads, appalam and similar food products",23/11/2021,"Site no: 483;, Sri Manjunatha Condiments, Bangalore South Taluk, Site no: 483;, Tavarekere hobli,, Bangalore"
KA-ENT-004193,,VIJAYAPURA,16.8302,75.71,586209.0,23960,23,"Cutting, shaping and finishing of stone",26/07/2022,"BIJAPUR ROAD, BAGWAN NAGAR, INDI, BIJAPUR ROAD, INDI, INDI"
KA-ENT-004194,,CHITRADURGA,14.2251,76.398,577540.0,25932,25,Manufacture of hand tools (non-power-driven) for agricultural/horticulture/forestry,26/07/2022,"RS NO.43/5B, -, Devasamudra, Chitradurga, RS NO.43/5B, -, Devasamudra, Chitradurga"
KA-ENT-004195,,BENGALURU (URBAN),12.9716,77.5946,560061.0,10401,10,Manufacture of hydrogenated oil and vanaspati ghee,18/09/2021,"# 1,, First Floor, Vasantha Vallabha Nagar, # 1,, 12th Cross, Uttarahalli Hobli"
KA-ENT-004196,,GADAG,15.43,75.62,582118.0,16101,16,Sawing and planing of wood,18/09/2021,"921/E, NEAR SIR SIDDAPPA KAMBALI CIRCLE MUNDARGI, MANJUNATH NAGAR MUNDARGI, 921/E, MUNDARGI, MUNDARGI"
KA-ENT-004197,,UTTAR KANNAD,14.8013,74.1288,581353.0,10209,10,"Production, processing and preservation of other fish products n.e.c.",30/03/2021,"#463/1, Madya Kharviwada, Belambar, #463/1, Belambar, Ankola"
KA-ENT-004198,,VIJAYAPURA,16.8302,75.71,586103.0,25119,25,Manufacture of other structural metal products,21/10/2020,"Room No. 1, M/S SHRI GURUDATTA ELECTRICALS Krishna Complex, S S Road, Room No. 1, Vijayapura, Vijayapura"
KA-ENT-004199,,DHARWAD,15.4589,75.0078,580028.0,13941,13,"Manufacture of thread, including thread ball making",07/04/2021,"KUMBAR ONI, KOUL PETH, P B ROAD, KUMBAR ONI, HUBLI, HUBLI"
KA-ENT-004200,,BENGALURU (URBAN),12.9716,77.5946,560040.0,16299,16,Manufacture of other wood products n.e.c.,07/04/2021,"FLAT NO.107, SRI VANDANA SAI NIVAS, DLF ROAD, FLAT NO.107, ROAD, BANGALORE"
KA-ENT-004201,,BENGALURU (RURAL),13.1986,77.7066,561203.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",21/01/2021,"0, 0, DODDABALLAPUR, 0, KARENAHALLI, DODDABALLAPUR"
KA-ENT-004202,,BENGALURU (URBAN),12.9716,77.5946,560070.0,16101,16,Sawing and planing of wood,10/07/2021,"NO. 39/3C, ANAND TIMBER INDUSTRIES, KANAKAPURA MAIN ROAD, NO. 39/3C, BANASHANKARI 2ND STAGE, BANGALORE"
KA-ENT-004203,,BELAGAVI,15.8497,74.4977,591216.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",10/07/2021,"NEAR WATER TANK, Manakapur, WATER TANK ROAD, NEAR WATER TANK, NIPANI, BORGAV"
KA-ENT-004204,,DAVANGERE,14.4644,75.9218,577219.0,10611,10,Flour milling,06/04/2021,"#00, Yarachikkanahalli, Yarachikkanahalli, #00, #00, Honnali"
KA-ENT-004205,,BENGALURU (URBAN),12.9716,77.5946,560026.0,13112,13,Preparation and spinning of silk fiber including blended* silk,27/10/2020,"no11, PADMANARAYANAPURA, 17TH CROSS 10 TH MAIN, no11, GOVT ELECTRINC FACTORY, BANGALORE SOUTH"
KA-ENT-004206,,BENGALURU (URBAN),12.9716,77.5946,560066.0,10750,10,Manufacture of prepared meals and dishes,06/04/2021,"NO.937/HK147SY NO.41, GROUND FLOOR ICICI BANK BUILDING, WHITEFIELD MAIN ROAD, NO.937/HK147SY NO.41, MAHADEV PURA B.B.M.P EAST, BANGALORE"
KA-ENT-004207,,RAMANAGARA,12.7157,77.2819,560082.0,13111,13,Preparation and spinning of cotton fiber including blended* cotton,06/04/2021,"Ground Floor, Nayana Fancy Collection, near bus stop, Ground Floor, kanakpura main road, bangalore"
KA-ENT-004208,,TUMAKURU,13.3379,77.1173,572201.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",10/07/2021,"1, DEVANGA BEEDI, HONNAVALLI, 1, TIPTUR, TIPTUR"
KA-ENT-004209,,BENGALURU (URBAN),12.9716,77.5946,560062.0,25939,25,"Manufacture of general hardware (saws and sawblades, including circular sawbl ades and chainsaw blades, moulding boxes, vices, clamps etc.)",10/07/2021,"NO47/2 BK COMPLEX, BK COMPLEX, SUPRAJA NAGAR CHUNCHAGATTA MAI, NO47/2 BK COMPLEX, J.P.NAGAR 7TH PHASE, BENGALURU"
KA-ENT-004210,,BENGALURU (RURAL),13.1986,77.7066,562111.0,10712,10,"Manufacture of biscuits, cakes, pastries, rusks etc.",10/07/2021,"GOLLARAHATTI, CANERA BANK MADHUGIRI ROAD, NARASIPURA, GOLLARAHATTI, BUGADIHALLI, NELAMANGALA"
KA-ENT-004211,,BENGALURU (URBAN),12.9716,77.5946,562106.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",10/07/2021,"WARD 07, SHRI CHOWDESHWARI TEXTILES, THALI ROAD, WARD 07, ANEKAL, ANEKAL"
KA-ENT-004212,,DHARWAD,15.4589,75.0078,580011.0,25999,25,Manufacture of other fabricated metal products n.e.c.,10/07/2021,"Plot no:334P, CLASSIC ENGINEERING, Opp Bharat gas petrollium,, Plot no:334P, 334C, DHARAWAD"
KA-ENT-004213,,SHIVAMOGGA,13.9299,75.5681,577419.0,10612,10,Rice milling,05/01/2021,"TALAGADDE, TALAGADDE, KACHAVI ROAD, TALAGADDE, TALAGADDE, SHIVAMOGGA"
KA-ENT-004214,,BENGALURU (RURAL),13.1986,77.7066,560016.0,13999,13,Manufacture of other textiles/textile products n.e.c.,27/10/2020,"A, kallappa complex, Old santhe road, A, A, Bangalore"
KA-ENT-004215,,BAGALKOT,16.1833,75.7,587313.0,13999,13,Manufacture of other textiles/textile products n.e.c.,18/09/2021,"Survey No. 196/01, Behind Shree Dhaneshwari Minerals,, Mudhol-Lokapura road,, Survey No. 196/01, Hebbal, Mudhol, Bagalkot"
KA-ENT-004216,,BAGALKOT,16.1833,75.7,587116.0,13999,13,Manufacture of other textiles/textile products n.e.c.,27/10/2020,"At Kundaragi, At Kundaragi, Ward No. 3 At Kundaragi, At Kundaragi, At Kundaragi, At Kundaragi"
KA-ENT-004217,,BENGALURU (URBAN),12.9716,77.5946,562106.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",10/07/2021,"#96, SUNVARA, THALI ROAD, #96, ANEKAL, ANEKAL"
KA-ENT-004218,,BAGALKOT,16.1833,75.7,587315.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",09/03/2022,"DEVRAJ NAGAR, TERDAL, TERDAL, DEVRAJ NAGAR, JAMKHANDI, TERDAL"
KA-ENT-004219,,UDUPI,13.3409,74.7421,576229.0,10793,10,Processing of edible nuts,09/03/2022,"-, -, HALLIHOLE, -, -, KUNDAPURA"
KA-ENT-004220,,BENGALURU (URBAN),12.9716,77.5946,560079.0,13111,13,Preparation and spinning of cotton fiber including blended* cotton,28/10/2020,"11, P B NO.4003, Magadi Road, 11, Magadi Road, Bangalore"
KA-ENT-004221,,MYSURU,12.2958,76.6394,570001.0,13999,13,Manufacture of other textiles/textile products n.e.c.,28/10/2020,"NO 1623, MYSORE, SHIVARAMPET VINOBA ROAD MYSORE, NO 1623, DEVARAJA BLOCK, MYSORE"
KA-ENT-004222,,DAVANGERE,14.4644,75.9218,577530.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",07/04/2021,"00, Basaveshwara Badavane, Malebennur, 00, 00, Malebennur"
KA-ENT-004223,,DAVANGERE,14.4644,75.9218,577566.0,23955,23,Manufacture of hume pipes and other pre-fabricated structural components of cement and/or concrete for building or civil engineering,21/01/2021,"SY NO 265 / 1, P B ROAD, P B ROAD, SY NO 265 / 1, DODDA BATHI, DAVANGERE"
KA-ENT-004224,,BENGALURU (URBAN),12.9716,77.5946,560074.0,16299,16,Manufacture of other wood products n.e.c.,16/01/2021,"NO 19 E KUMBALAGODU, INDUSTRIAL AREA, MYSORE ROAD, NO 19 E KUMBALAGODU, KUMBALAGODU, BANGALORE"
KA-ENT-004225,,BENGALURU (URBAN),12.9716,77.5946,560058.0,10304,10,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder",08/07/2021,"NO. 351, ., 1ST CROSS, 4TH MAIN, NO. 351, PEENYA 2ND STAGE,, BANGALORE"
KA-ENT-004226,,DAKSHIN KANNAD,12.9141,74.856,574153.0,16213,16,Manufacture of flush doors and other boards or panels,20/03/2021,"3-234, EVEREST BOARDS, MONTEPADAVU, 3-234, 0, MONTEPADAVU"
KA-ENT-004227,,DAKSHIN KANNAD,12.9141,74.856,574144.0,13121,13,"Weaving, manufacture of cotton and cotton mixture fabrics.",06/07/2021,"20, NEAR KORDEL BUS STAND, YEDAPADAVU, 20, SHIBRIKERE, MANGALURU"
KA-ENT-004228,,BENGALURU (RURAL),13.1986,77.7066,562106.0,23960,23,"Cutting, shaping and finishing of stone",07/07/2021,"PLOT NO 81-E,, 1ST PHASE,, KIADB INDUSTRIAL AREA, PLOT NO 81-E,, ANEKAL TALUK,, BENGALURU"
KA-ENT-004229,,TUMAKURU,13.3379,77.1173,572221.0,10409,10,"Manufacture of other vegetable oil, animal oil and fats n.e.c",26/06/2021,"221/183/07, KALPATHARU COCONUT OIL INDUSTRY, TURUVEKERE TALUK, 221/183/07, MAYASANDRA HOBLI, TURUVEKERE"
KA-ENT-004230,,DAVANGERE,14.4644,75.9218,577601.0,16101,16,Sawing and planing of wood,07/10/2020,"PLOT NO 04, KIADB INDUSTRIAL AREA, -, PLOT NO 04, -, HARIHARA"
KA-ENT-004231,,VIJAYAPURA,16.8302,75.71,586128.0,10798,10,"Processing of salt into food-grade salt, e.g. iodized salt",04/01/2021,"WR NO 9, W/O BHIMASING RATHOD, GANIHAR, WR NO 9, GANIHAR, GANIHAR"
KA-ENT-004232,,BENGALURU (URBAN),12.9716,77.5946,560043.0,10799,10,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)",04/01/2021,"No 2 and 3, Munishamappa gardan, Horamavu post, No 2 and 3, K channasandra, Bangalore"
KA-ENT-004233,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25999,25,Manufacture of other fabricated metal products n.e.c.,08/07/2021,"NO.95, 1ST CROSS,, 1ST MAIN,, NARASIMHA SWAMY LAYOUT,, NO.95, 1ST CROSS,, NEAR LAGGERE BRIDGE,, LAGGERE,BANGALORE"
KA-ENT-004234,,MANDYA,12.5218,76.8951,571426.0,10795,10,Grinding and processing of spices,17/01/2021,"1, MYSORE CHANNARAYAPATNA ROAD, PVR BUILDING, 1, 1, KRISHNARAJAPETE"
KA-ENT-004235,,BELAGAVI,15.8497,74.4977,590001.0,13131,13,Finishing of cotton and blended cotton textiles.,04/01/2021,"CTS 3614, SHOP NO. 2, KHANJAR GALLI, CTS 3614, ., BELAGAVI"
KA-ENT-004236,,BENGALURU (URBAN),12.9716,77.5946,560064.0,13122,13,"Weaving, manufacture of silk and silk mixture fabrics.",09/10/2020,"#612/25, 11 CROSS, 4 MAIN, #612/25, YELAHANKA, BANGALORE"
KA-ENT-004237,,BELAGAVI,15.8497,74.4977,590001.0,10611,10,Flour milling,05/01/2021,"3497/5A1, RUKMINI KEDAR BUILDING, NARVEKAR GALLI, 3497/5A1, BELAGAVI, BELGAUM"
KA-ENT-004238,,BENGALURU (URBAN),12.9716,77.5946,560058.0,25910,25,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",20/03/2021,"No.729, 1st Main, Maruthi Layout, No.729, 2nd Cross, Bengaluru"
KA-ENT-004239,,BENGALURU (URBAN),12.9716,77.5946,560091.0,25920,25,Machining; treatment and coating of metals,20/03/2021,"NO.13, GROUND FLOOR, PEENYA 2ND STAGE, NO.13, RAGHAVENDRA INDUSTRIAL ESTATE, BANGALORE"
